,0
416,217853.87932637718
417,204883.2626851539
418,127586.79937522186
419,145032.76037620247
420,244219.05915318636
421,237973.17546114244
422,191989.97382168914
423,210070.67111952038
424,234888.99151433105
425,262935.50546360837
426,226481.71660675222
427,265117.76310510107
428,176974.33915989372
429,99535.81250547951
430,111868.99478139506
431,88546.6569293358
432,123751.03251109828
433,111486.32551271321
434,138420.17525115324
435,130248.55359466377
436,128156.93016900854
437,108324.36219132412
438,178533.09985934044
439,161435.04154339302
440,194074.85950244984
441,170352.52815494392
442,249975.77398944064
443,142742.67735640536
444,196120.80499993396
445,135748.62467461964
446,216520.87522485343
447,118932.3763977595
448,139310.68505896968
449,124700.74827344883
450,216358.89958748125
451,293641.312415394
452,151671.49719433972
453,58609.40976439245
454,301265.1532822621
455,4004.319561931101
456,239322.8669088857
457,141998.14883811277
458,172146.11813947267
459,147648.09550658354
460,348186.32232966763
461,309329.1142279502
462,257884.1742451907
463,226755.38179411055
464,235091.41098541737
465,353310.71289399004
466,133105.91273464728
467,155440.02417282652
468,111261.38650693661
469,120435.0301530963
470,129117.86402351035
471,125534.47552374979
472,165717.65580192537
473,176493.62198173848
474,170131.49841043033
475,176605.99511739038
476,169589.62532663468
477,176980.10654836253
478,243215.43249077132
479,222535.11868110532
480,167710.68561898806
481,194974.25062886195
482,234457.29700900373
483,325577.57011000265
484,372973.84373062797
485,138589.73785615567
486,322431.01966733753
487,174553.46187707203
488,253147.33776137079
489,193505.33669964146
490,274357.5245453064
491,242921.6921591454
492,188030.15294186884
493,187534.14611007553
494,143042.14651364955
495,318236.45807829505
496,161929.77212196524
497,285112.5277532393
498,133574.6193394869
499,87876.52157276365
500,117456.3219384348
501,90146.36626214752
502,101603.8740572666
503,87045.90703429819
504,126639.0967207239
505,129358.34436140447
506,312112.22129194427
507,371540.5094353661
508,356318.5234505106
509,371741.7507271604
510,419902.2155458359
511,346443.246317558
512,305086.04300341604
513,328213.03465150937
514,436783.10753849393
515,293049.4355528797
516,335519.4338031573
517,315279.5939050115
518,329345.9352577715
519,214752.23988186882
520,340621.7424658766
521,245154.5808105084
522,228142.41786043838
523,218432.74985026705
524,222730.83117910824
525,233426.96366706066
526,203538.03005302057
527,182484.42742006693
528,202403.92268096242
529,218948.5364168019
530,258884.22592026164
531,211588.86878449938
532,185803.62723755426
533,236261.23703899054
534,178958.10655547492
535,290597.2298985104
536,320693.9153313963
537,314635.29247099406
538,315083.45365105604
539,329436.4675380376
540,332036.4825372991
541,243418.7128975272
542,240977.02204557293
543,290758.0153948743
544,221414.11096006862
545,229015.90298412406
546,240146.85553315587
547,237114.80316684753
548,198610.62921937054
549,200678.3160413515
550,136733.22090435287
551,176018.00937398412
552,179173.6874320155
553,190781.25228480672
554,206394.58160901384
555,194637.59112337185
556,205682.97822177722
557,109887.25058709607
558,125060.97286363
559,79979.32448718943
560,95676.3664886605
561,195987.059106247
562,129207.78759008767
563,324553.5780821788
564,355890.330477334
565,171268.47681708264
566,158936.65581375343
567,167509.19529985634
568,167135.23724200905
569,258045.7988548301
570,227343.9027497989
571,237913.81353017816
572,249204.50099337014
573,193075.8774286545
574,213275.02679855077
575,212443.12129467583
576,211761.54623560412
577,300844.03974268923
578,225707.7130251627
579,315363.1098645913
580,304853.2957180728
581,210202.98629308134
582,174036.10676678392
583,187961.65623096476
584,223565.10235257723
585,138850.6478336698
586,127651.35878620796
587,144737.02902107468
588,124233.97529742419
589,176970.40851192293
590,112657.66718703815
591,125525.23838367035
592,144872.5135681699
593,63881.22550000751
594,156945.44745802623
595,152111.61675485983
596,105155.8737337468
597,207982.7861842429
598,133099.2714645308
599,186385.64776352295
600,177255.24164289335
601,119598.98169693607
602,116902.25042753376
603,127706.28916625136
604,125942.7050190151
605,166856.2663870693
606,99370.8276481194
607,135242.538366522
608,79883.74597367783
609,119228.19198418749
610,80851.16629742958
611,149708.17999560933
612,125749.34261266052
613,170409.98059071755
614,128911.71114530244
615,122281.92345574933
616,146460.38073660922
617,112432.32614771299
618,131736.8905832618
619,116450.93181339973
620,126010.14773193057
621,105350.10962647741
622,146286.21282585178
623,99342.28435423116
624,109175.4716733525
625,105222.02712444094
626,114989.1690532806
627,103267.86186342513
628,67811.71258698255
629,142001.91434535565
630,84417.97116761158
631,141165.50560626923
632,157239.0913441186
633,131602.48106228755
634,142234.31544583157
635,92797.63384382648
636,105593.42352219672
637,149894.14991054576
638,42638.84848779722
639,35199.405894013005
640,112410.89444650829
641,132510.39429345925
642,105482.58365121156
643,141726.30528026997
644,144729.98488102213
645,29974.69232770684
646,198862.23867397205
647,107672.28984787135
648,91770.97315658348
649,119706.27159515787
650,163687.4293422429
651,134449.3330076633
652,118607.74337217168
653,114254.44344434212
654,163647.5792771866
655,124269.46995334413
656,142409.46413140182
657,122153.42984806774
658,108468.77317690618
659,109342.39560622846
660,85298.90973475575
661,107124.53543089402
662,84172.91349329813
663,170266.2137784537
664,120919.81043124954
665,153254.84591196114
666,172716.523336126
667,155472.03249722358
668,80463.8255263117
669,115864.77188358574
670,125531.65631921511
671,122265.59365508896
672,116504.07423633274
673,124077.07284244931
674,92237.738090107
675,39519.32269751729
676,103125.57303500883
677,131799.77865339187
678,133132.31622549728
679,139571.9784759237
680,157254.68849586553
681,104091.78870847491
682,138032.50198574382
683,107396.36289483374
684,133613.39544415224
685,176555.24794266184
686,157675.6933572633
687,154766.63699230412
688,144323.55808546397
689,227454.61011925733
690,128658.90225412934
691,154925.23968843746
692,199207.91661620553
693,98834.17227536743
694,137516.25899278355
695,267837.0904637264
696,238335.62212936557
697,240715.1728038212
698,221661.0072865327
699,203233.4273069896
700,228505.42027385702
701,340546.98690339044
702,337374.8832772877
703,226032.25351540337
704,220182.0325767265
705,162087.49024308668
706,211161.50026059258
707,202122.81175232976
708,196239.02866038555
709,220927.0658753853
710,160905.83890353507
711,133898.87991522814
712,185753.9393058465
713,227332.1757008545
714,281695.22686525434
715,280275.65175224585
716,242387.55676647174
717,216216.954648346
718,152974.22269929986
719,231149.40466725966
720,191318.68335285236
721,214315.079107443
722,186653.0804295438
723,125672.40034715114
724,113732.44814295022
725,153746.7175463457
726,155180.60907623346
727,149289.73731983913
728,296000.2027132787
729,66905.27958717174
730,67694.35316167804
731,70688.82884580166
732,120843.6787819508
733,93293.6370668767
734,86628.06130023088
735,74373.02670440915
736,118612.47599007955
737,167112.6878646122
738,205720.50661010784
739,157686.73128249144
740,166224.2893471194
741,225057.43180806178
742,164172.12804680102
743,185839.3090588735
744,139023.92528073135
745,163521.6193788226
746,222459.8174735819
747,259208.85598729076
748,222410.19725455696
749,130621.84591166845
750,118215.24634309861
751,109350.62983708836
752,94578.39364409819
753,125137.9452087881
754,85565.3308938159
755,140057.21923752016
756,39333.26065733362
757,86362.99328481176
758,78954.49461466352
759,12961.465006649727
760,300626.99530936696
761,265321.39971351816
762,234133.9420477874
763,206665.3577505337
764,128398.18296611462
765,180781.84677500182
766,223021.27848992648
767,274357.991099613
768,276014.2080612168
769,160597.60931056112
770,241327.38976124075
771,193948.77361730923
772,211852.86606117926
773,254108.87870003283
774,236406.4336752977
775,269412.4015536381
776,282908.21223718673
777,202551.28564232212
778,95275.85301752388
779,146577.56997493008
780,139499.53693872527
781,100236.12262404259
782,104299.33602312558
783,90804.77823612577
784,85526.83857353781
785,152060.707966423
786,108666.57133328155
787,125330.91610587011
788,116163.36861817025
789,123463.4093420112
790,115277.39632717466
791,174555.75736445145
792,168246.8294053103
793,189520.3090081971
794,196295.81751553903
795,185628.71496811646
796,200072.64849540178
797,163641.2153620752
798,182928.84053999584
799,144158.06414244522
800,208742.99204669896
801,243223.45508727452
802,348535.65421986737
803,413564.796575279
804,161614.86805347377
805,283752.0356911898
806,346020.1454607746
807,413878.10706281965
808,158352.4145057919
809,199940.99193342205
810,223131.40268494358
811,258398.53373795212
812,174069.80837993266
813,182004.07335543132
814,175850.42554402043
815,208261.7560703639
816,204720.69223706264
817,144076.5186740542
818,120635.80635821797
819,104682.86414031281
820,145340.9159434229
821,161127.86505243948
822,97954.50675630376
823,111242.19507176046
824,134184.47372655163
825,122770.05365500055
826,363503.62496714084
827,286842.82496768265
828,341982.5271225982
829,400490.0984094879
830,355968.061526659
831,387304.5692455084
832,412896.34236600716
833,350614.1548853372
834,424302.0877605317
835,289133.8415635511
836,350129.42269177013
837,327102.8196728216
838,341525.53653332713
839,319293.69480266375
840,329477.4747557078
841,272505.93141374656
842,268351.6180180523
843,278864.9556993877
844,247449.70625897878
845,231426.49281902376
846,225469.407096038
847,249200.99866614782
848,297741.3271377453
849,244217.47181123903
850,242368.21889867872
851,199217.13812755895
852,182005.17727664925
853,194383.34617544603
854,202153.73285411304
855,225367.92695753218
856,190101.82155999643
857,190672.89117917715
858,205814.48727193574
859,203937.89821852895
860,240518.885577795
861,210270.3632440287
862,184526.18600925023
863,200232.65734947997
864,219593.7651354808
865,187047.9810581226
866,211450.9363205324
867,226888.04358166462
868,185957.50632716197
869,181698.50933431755
870,338024.67417641147
871,356105.19534797163
872,338427.63060069847
873,290044.5123403162
874,300368.7793077928
875,322559.4857597084
876,205836.62726963832
877,265928.11842807056
878,226416.31753496194
879,356961.9289482576
880,219773.55051215077
881,236920.55207991836
882,233556.73477441564
883,234091.9733086573
884,231470.92386656112
885,220887.74133106536
886,212682.55864367806
887,249980.93350331354
888,205149.7528421385
889,296842.1875690997
890,272426.791143872
891,238767.04863450184
892,241996.57688634106
893,143485.4373220373
894,147755.34955828072
895,157649.87143278518
896,190583.98358354717
897,198679.28827531735
898,129196.27466481553
899,111040.17322471247
900,138985.9204222541
901,269465.0823104243
902,131580.89529231412
903,179016.21031761388
904,213687.8936867838
905,204666.92852217404
906,224659.7079871181
907,219666.43133822051
908,212434.5710959097
909,167560.85178914206
910,168129.92183763089
911,187291.05823833993
912,280191.8732966336
913,288162.293315978
914,232505.74357857282
915,307928.0140209507
916,325301.4122250879
917,161340.03017254866
918,235143.82346427874
919,168361.11142356196
920,180735.36758815966
921,233745.40581985336
922,206085.76087784595
923,247267.89858758316
924,183080.7680345791
925,141106.810401256
926,130664.43748471026
927,111995.82582228513
928,132873.52681181885
929,163566.4946485184
930,147049.00726295632
931,114357.79304869004
932,173452.6367449417
933,122270.69257683755
934,194476.08695747823
935,139204.8299274191
936,213851.5128978854
937,130135.4881557784
938,51226.6076375487
939,41049.09677687407
940,104422.39614064836
941,146879.15767478634
942,131137.97220735488
943,140885.16145620967
944,156226.8223100466
945,144009.51122513486
946,117439.4531880944
947,154507.1157992098
948,118442.59571157506
949,174479.11005900608
950,111883.58053928167
951,146525.02114997507
952,124336.46697138123
953,158311.16684531927
954,125360.43102180556
955,137319.534124889
956,136963.04631113444
957,135194.30932576
958,114205.29172766428
959,123759.31302765205
960,139136.21360301488
961,88604.73535844254
962,118426.45990283816
963,147208.4846882349
964,213553.6600892872
965,139893.70374579987
966,124388.3592135464
967,173525.23733260127
968,101375.72976074569
969,126570.13016007602
970,95026.56633272133
971,143580.18466022454
972,150887.57191776484
973,137779.3801432301
974,156448.71867810233
975,96535.52639882802
976,109675.40380424901
977,110779.70337599848
978,97030.57775745234
979,133702.65342525434
980,100350.83456739454
981,96806.5267598969
982,134829.919556552
983,145336.7811029251
984,94606.78840191774
985,128617.61683061092
986,208533.78926482188
987,141561.0157332088
988,121960.06353723275
989,161742.02794952734
990,127844.93875156042
991,214371.62916612742
992,87974.85302829606
993,111249.37492111053
994,119638.8464072443
995,156277.55025295465
996,127352.94216632222
997,122314.99958181955
998,108096.54782103864
999,155038.69071712648
1000,131367.4022527305
1001,129827.40538491306
1002,144287.7239818412
1003,172014.7796498167
1004,147024.74630490458
1005,107676.12393431626
1006,146078.04767106898
1007,94283.98306586678
1008,90852.5660857837
1009,181546.4148957334
1010,212933.61583800946
1011,175526.23802971977
1012,100526.39827405922
1013,62360.74090226489
1014,210151.4843243017
1015,110381.98516034098
1016,103338.21391372642
1017,136498.82828260394
1018,91303.57035830012
1019,135791.97017510768
1020,109814.33828221678
1021,105692.58264381734
1022,92832.57934239328
1023,117773.58396219481
1024,124975.82861782525
1025,139227.788004413
1026,183224.0146043357
1027,174674.93709096388
1028,156040.49537729967
1029,124792.01175395881
1030,86260.27281142076
1031,203944.04484707027
1032,152783.2432369778
1033,140995.29352910136
1034,81603.92391438522
1035,240028.7196118132
1036,166613.19950109115
1037,111716.05964548822
1038,81295.38761859944
1039,99334.74715575267
1040,133023.6832090384
1041,147095.4151749991
1042,98610.96369490869
1043,167106.21287617506
1044,234286.93179038688
1045,251086.66226176644
1046,280372.8633840403
1047,249217.57557560416
1048,211284.50506932873
1049,215178.13746343137
1050,185759.60007259494
1051,204575.21989492673
1052,230312.3654490028
1053,355157.06909224344
1054,147995.2566493983
1055,179521.50085294739
1056,144361.72270096507
1057,153085.73217621824
1058,229480.18471401423
1059,221540.28848184182
1060,196908.8714204711
1061,232415.75206204987
1062,114044.95082178229
1063,134803.0128080981
1064,142465.63560627072
1065,145561.26700799062
1066,127157.68906223694
1067,144427.71295286273
1068,158838.08993309393
1069,140072.1547841473
1070,253599.32353101182
1071,229071.59037253296
1072,208095.5340747494
1073,232033.11278075
1074,274816.7516162143
1075,231354.44345533964
1076,241420.5207040038
1077,203799.0129115741
1078,197439.61384199496
1079,199009.65887180495
1080,193218.66470628043
1081,164641.3876582506
1082,120181.80997612566
1083,105889.725794533
1084,151879.19878740548
1085,123848.38115209863
1086,142696.71089970798
1087,167593.12827134944
1088,135663.7437915854
1089,559785.3060264292
1090,122014.30871002494
1091,107566.58482490173
1092,52082.33612158318
1093,90056.7182964347
1094,112566.49531206956
1095,81707.25929120286
1096,110157.74019041151
1097,184302.3676579335
1098,149079.86349149147
1099,183921.0651541349
1100,157369.97454067683
1101,168599.03321775442
1102,155613.38079195892
1103,220203.07229061707
1104,165493.06967782293
1105,166884.53916537162
1106,142407.4686142428
1107,206024.22282401478
1108,221524.78904746185
1109,119927.81853481136
1110,169033.53665238613
1111,135803.42337865132
1112,200387.5092940638
1113,288284.81993956654
1114,139303.027769302
1115,117334.47751303168
1116,148471.08769668825
1117,76244.64417244199
1118,19036.957128405338
1119,90758.65410927671
1120,112061.67660136605
1121,140838.47634364633
1122,278479.80709500425
1123,178965.4032621744
1124,179620.60515118798
1125,224483.59564600815
1126,199902.45202769092
1127,136744.7705144028
1128,152603.29440537113
1129,225395.2768764333
1130,260236.11879004096
1131,252673.66309799702
1132,289371.6111645067
1133,216051.4746150169
1134,218502.03397965114
1135,294666.4122904141
1136,190952.719991796
1137,278450.14194085164
1138,349776.6691252319
1139,160783.83058870173
1140,137851.4434984373
1141,60208.456278678845
1142,74844.65468664924
1143,57298.36123044431
1144,53561.16549895189
1145,146175.95597308254
1146,215325.39262403446
1147,212470.0888587167
1148,168746.77071084682
1149,102429.42302353666
1150,132370.1570381998
1151,151722.60056159404
1152,125889.5260631568
1153,111754.49208942862
1154,166522.2326518543
1155,176705.99191307783
1156,178025.78128875888
1157,208295.67948858693
1158,193053.12247761965
1159,188700.07734755517
1160,167946.35945600533
1161,180045.23734676998
1162,248151.5717345255
1163,304473.09161557
1164,275450.18401848315
1165,172755.95270250656
1166,183715.46599924486
1167,428543.0301700192
1168,443365.7067899487
1169,370514.0753226677
1170,427398.71529752447
1171,390273.7833912582
1172,294852.253898122
1173,384073.8789737306
1174,167876.37044931194
1175,204041.3106291534
1176,187179.63919800762
1177,279951.82799484563
1178,203376.96803182783
1179,163259.78495761444
1180,93335.97364325426
1181,163035.8754829931
1182,82840.16339370579
1183,105071.83147916778
1184,95625.92854675866
1185,80209.65823938706
1186,96650.08554122158
1187,134727.57613872975
1188,151732.712314728
1189,135280.34738552713
1190,129419.84523343833
1191,385116.83135386766
1192,265629.88687326544
1193,280779.6807361875
1194,379122.95955489855
1195,343688.0068654332
1196,351650.6527646196
1197,319945.8250597917
1198,317484.44295253314
1199,353962.2853905017
1200,342928.7677892661
1201,344767.7778687815
1202,302043.2629602165
1203,294546.26727086393
1204,347013.8478893618
1205,303354.40522562544
1206,204179.24533877053
1207,208432.50379026541
1208,195136.97300171095
1209,278722.0473560592
1210,208640.49904355075
1211,210025.8008926708
1212,205285.10290556503
1213,221726.40710991537
1214,183423.21865389668
1215,196264.70338945303
1216,199052.6849384756
1217,270840.025072546
1218,299516.63611251174
1219,304363.549698087
1220,376064.97147927724
1221,337790.0417779847
1222,444546.6576112007
1223,321654.6982730567
1224,340489.99717824004
1225,262766.1717490464
1226,296511.70588356507
1227,230638.89372419222
1228,219567.25814112154
1229,356947.1852319775
1230,197730.3804024074
1231,132812.80718398865
1232,206713.28845736806
1233,147655.5419946051
1234,201741.63471473262
1235,190563.92320988397
1236,174864.8673753366
1237,216114.3815828254
1238,174383.0120403753
1239,150225.3727293537
1240,146260.0418778702
1241,107539.24167608812
1242,141449.63631576355
1243,135426.44069499738
1244,110455.69929710048
1245,83201.5123988445
1246,112466.80393587332
1247,122732.01225290618
1248,98956.52089236352
1249,115676.80793324046
1250,304457.36516415124
1251,366362.01446088287
1252,170317.69775697155
1253,159112.2264191962
1254,163443.40765472833
1255,148540.27475788904
1256,202576.1560101231
1257,216469.64959431553
1258,148470.79165878473
1259,208690.75944309984
1260,121196.42098672767
1261,159127.5763878072
1262,152576.67457713946
1263,104697.99453032803
1264,126909.16815818139
1265,124359.9362108139
1266,173333.70798467254
1267,194367.81744689538
1268,136203.39110028977
1269,148077.1800576456
1270,137535.55605127997
1271,131835.71743384495
1272,154702.43791394262
1273,141425.5174091867
1274,137519.8066642055
1275,131682.75633608282
1276,110610.72615350093
1277,120428.80039215166
1278,147816.8858570556
1279,135286.18077640043
1280,125402.42059690063
1281,149484.7361808319
1282,158819.45013366043
1283,153567.79144616768
1284,159870.52248504743
1285,120197.35854057866
1286,172182.9723263041
1287,109047.39434613875
1288,140145.46490079083
1289,113793.39411396568
1290,132810.25027045963
1291,230998.16480451892
1292,143605.08866989732
1293,219837.5292599723
1294,140023.72099129893
1295,85260.46897896839
1296,66140.17898422875
1297,82982.09925864406
1298,161377.49836395922
1299,128775.47271334693
1300,132006.14547169892
1301,130640.2126795842
1302,203195.7230881034
1303,195828.58313812208
1304,266596.1938661244
1305,124683.9089346681
1306,78472.35253369546
1307,112474.5948021818
1308,130091.83911809027
1309,145971.1275757964
1310,94275.78258525314
1311,88463.58894719779
1312,174320.33164332362
1313,145069.3454612587
1314,131478.34327583874
1315,163825.674004869
1316,152802.84584584754
1317,140540.31146610348
1318,125804.37856619357
1319,103086.9421614396
1320,96837.68456279118
1321,81021.28834922677
1322,101386.14305839522
1323,109946.10150560962
1324,147860.66621191494
1325,57425.8176884772
1326,126974.30208625684
1327,59759.1287528378
1328,176677.4440390693
1329,106453.65410855183
1330,108986.18640851985
1331,41368.26379583802
1332,144392.21218315192
1333,99017.4122057371
1334,130869.68588156778
1335,81252.40380260095
1336,195470.61913957755
1337,121403.23526658284
1338,102444.94161589062
1339,68046.27807104724
1340,112009.43168638431
1341,130815.30656308167
1342,139027.2179125644
1343,135303.080901706
1344,111578.11302956374
1345,77730.30182331783
1346,149775.7085747261
1347,146900.85902680704
1348,112563.19673069991
1349,124624.5907247395
1350,157500.9992790197
1351,157873.02001908422
1352,135363.8832495982
1353,139885.29015625647
1354,92571.16524072818
1355,241917.34740648174
1356,178332.3674030529
1357,107644.31659957544
1358,229557.1198336375
1359,134924.5467509135
1360,120461.16122110828
1361,193958.65291674162
1362,291999.64526691043
1363,147912.37176205913
1364,154374.5163516167
1365,130471.88767493915
